,property_url,property_id,listing_id,mls,mls_id,status,text,style,full_street_line,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_date,sold_price,assessed_value,estimated_value,new_construction,lot_sqft,price_per_sqft,latitude,longitude,neighborhoods,county,fips_code,stories,hoa_fee,parking_garage,nearby_schools,dist_to_cwru_mi,price_per_sqft_ann
86,https://www.realtor.com/rentals/details/13805-Othello-Ave-Unit-Downstairs_Cleveland_OH_44110_M95619-59809,9561959809,2972553063,REDI,-O3T6gvpNrWfh6UzycbL$Downstairs,FOR_RENT,"To prequalify or apply, download the RentRedi app from Google Play or the App Store. You can also visit tenant.rentredi.com/getStarted/apply/CPI316 to apply, or go to tenant.rentredi.com/getStarted/prequalify/CPI316 to prequalify. For applying through the RentRedi mobile app, please follow these steps: Step 1. Tap the Apply button. Step 2. Click the + icon. Step 3. Select whether you're prequalifying or applying. Step 4. Enter in your unit code: CPI-316. Step 5. Click Enter Information and answer the questions. Step 6. Click Send to submit to the landlord. This property is using RentRedi for rent payments. With RentRedi, you can easily submit rent payments, boost your credit by reporting rent payments, sign up for affordable renters insurance, and more from the app!",DUPLEX_TRIPLEX,13805 Othello Ave Unit Downstairs,13805 Othello Ave,Unit Downstairs,Cleveland,OH,44110,2.0,1.0,,1048.0,,10,1200.0,2024-09-24,,,,False,,1.0,41.566284,-81.586479,North Collinwood,Cuyahoga,39035.0,,,,Cleveland Metropolitan School District,4.426097494585799,13.740458015267176
88,https://www.realtor.com/rentals/details/3189-W-30th-St_Cleveland_OH_44109_M43125-68101,4312568101,2972549751,NEOH,5072427,FOR_RENT,"3189 W 30TH ST| DN , Cleveland - Spacious 3 bed 1 bath multi-family home! // $ 995 rent / $ 995 deposit // $49 application fee per adult // 1-2 pets OK in this unit. After application pre-approval, a PetScreening is required for any animals to proceed with one of our properties; a PetScreening affidavit is still required if you have no pets. (Some breed restrictions apply per HUD guidelines). // NO SMOKING // 1 time $129 non-refundable set up fee paid at lease signing // $30/month required resident benefit package; can include personal property/liability insurance for an additional $5/month for $35/month total. // After application Pre-Approval 1 applicant per household application is required to fill out a PetScreening application, before being about to proceed with placing a Reservation Fee for one of our properties. You will receive a pre-approval for your application and in order to proceed, the PetScreening is required. Even if you have NO pets - this application must be filled out. One time, non-refundable pet fee of $200-500 per animal applies to all pets & must be paid before or when you pay your first month rent. (No fee for qualified assistance animals). // Our application is processed through secure site: Findigs, and they require ID and income verification. Without this, your application will not be processed. They offer 24/7 chat support on their application directly if you have any questions. // BEDROOMS: 3 // BATHROOMS: 1 // APPLIANCES PROVIDED : N/A // UTILITIES / RESIDENT RESPONSIBILITY: Resident pays gas and electric and is responsible for snow removal. // Serious inquiries only.",MULTI_FAMILY,3189 W 30th St Unit 1 /Dn,3189 W 30th St,Unit 1 /Dn,Cleveland,OH,44109,3.0,1.0,,1116.0,1900.0,11,995.0,2024-09-23,45259.0,14250.0,132120.0,False,,1.0,41.467345,-81.701372,Clark - Fulton,Cuyahoga,39035.0,2.0,0.0,1.0,Cleveland Metropolitan School District,5.457219522895712,10.698924731182796
90,https://www.realtor.com/rentals/details/2112-Hurley-Ave-1F_Cleveland_OH_44109_M91283-33142,9128333142,2972858736,RENU,r3771797,FOR_RENT,"For interested prospects, please provide a mobile number so we can easily get back to you with answers on your inquiry.LIMITED OFFER!!$500 OFF FOR THE FIRST MONTH'S RENT IF THE LEASE IS SIGNED BEFORE OCTOBER 31st!Welcome home to a 3 bedroom first floor apartment in Cleveland's Brooklyn Center neighborhood. Freshly painted and newer flooring throughout. Apartment boasts a spacious living room, 3 bedrooms, and a full bathroom. The kitchen with dining area is perfect for hosting family dinners or entertaining guests. Step inside and be greeted by the stunning hardwood floors and trim that add charm and character to the main floor. The unfinished basement has a laundry area.Washer and dryer are provided at no cost. Enjoy the convenience of an enclosed front porch. This well-maintained home also offers newer roof and siding, as well as a newer furnace and hot water heater. The fully fenced backyard is perfect for pets or children to play in. There is plenty of parking available with the double-wide driveway and off street. Located in close proximity to the Cleveland Metroparks Zoo, this home offers easy access to the Jennings Freeway and I-71. It is also within minutes of the MetroHealth Main Campus and Steelyard Commons.Pictures and amenity list are for marketing purposes only and represent our most recent assessment of the home. Renter is responsible for verifying contents and conditions prior to leasing. All properties have additional charges which may include an insurance component and benefits. These additional fees are based on location and benefit package.All Poplar residents are enrolled to the StreetCred program, a Resident Benefits Package (RBP) for $49.95/month which includes liability insurance, credit building to help boost the residents credit score with timely rent payments, up to $1M Identity Theft Protection, HVAC air filter delivery (for applicable properties), move-in concierge service making utility connection and home service setup a breeze during your move-in, our best-in-class resident rewards program, and much more! More details upon application.The Landlord requires Tenant to obtain liability coverage of at least $100, 000 in property damage and legal liability from an A-rated carrier and to maintain such coverage throughout the entire term of the lease agreement. Tenant is required to furnish Landlord evidence of the required insurance prior to occupancy, at the time of each lease renewal period, and upon request.To satisfy the insurance requirement, Tenant may either (1) be automatically enrolled into a policy that satisfies the coverage requirements as part of the Resident Benefits Package; or (2) obtain alternative liability coverage from an insurer of Tenants choice. If option (2) is selected and approved, the tenant will be enrolled in RBP for $39.00/month. The option Tenant chooses will not affect whether Tenants lease application is approved or the terms of Tenants Lease.",SINGLE_FAMILY,2112 Hurley Ave Unit 1F,2112 Hurley Ave,Unit 1F,Cleveland,OH,44109,3.0,1.0,,1000.0,,7,1500.0,2024-09-27,,,,False,,2.0,41.449593,-81.69735,Brooklyn - Centre,Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, Horizon Science Academy-Denison Middle School",5.963743689688604,18.0
91,https://www.realtor.com/rentals/details/1014-Fairfield-Ave-Down_Cleveland_OH_44113_M91848-82505,9184882505,2937544872,TRBO,400156,FOR_RENT,"This recently updated 2 bedroom 1 1/2 bathroom is available November 1st. It features OFF street parking, central air conditioning, updated bathrooms, and an updated kitchen with granite countertops. A washer and dryer are provided in the basement that also features plenty of storage. The apartment is located on the first floor. Please no pets. Applicants will apply through Turbo Tenant. The apartment is located down the street from Southside and Parallax. Please reply to this post or text/call Denise to schedule a showing. To apply, visit TurboTenant and search for Property ID 400156",CONDOS,1014 Fairfield Ave Unit Down,1014 Fairfield Ave,Unit Down,Cleveland,OH,44113,2.0,1.0,,1000.0,,11,1375.0,2024-09-23,,,,False,,1.0,41.48246,-81.688316,Tremont,Cuyahoga,39035.0,,,,"Northeast Ohio College Preparatory School, Cleveland Metropolitan School District",4.41205840196798,16.5
95,https://www.realtor.com/rentals/details/3189-W-30th-St_Cleveland_OH_44109_M43125-68101,4312568101,2972548253,NEOH,5072422,FOR_RENT,"3189 W 30TH ST| UP , Cleveland - Spacious 2 bed 1 bath multi-family home! // $ 900 rent / $ 900 deposit // $49 application fee per adult // 1-2 pets OK in this unit. After application pre-approval, a PetScreening is required for any animals to proceed with one of our properties; a PetScreening affidavit is still required if you have no pets. (Some breed restrictions apply per HUD guidelines). // NO SMOKING // 1 time $129 non-refundable set up fee paid at lease signing // $30/month required resident benefit package; can include personal property/liability insurance for an additional $5/month for $35/month total. // After application Pre-Approval 1 applicant per household application is required to fill out a PetScreening application, before being about to proceed with placing a Reservation Fee for one of our properties. You will receive a pre-approval for your application and in order to proceed, the PetScreening is required. Even if you have NO pets - this application must be filled out. One time, non-refundable pet fee of $200-500 per animal applies to all pets & must be paid before or when you pay your first month rent. (No fee for qualified assistance animals). // Our application is processed through secure site: Findigs, and they require ID and income verification. Without this, your application will not be processed. They offer 24/7 chat support on their application directly if you have any questions. // BEDROOMS: 2 // BATHROOMS: 1 // APPLIANCES PROVIDED : N/A // UTILITIES / RESIDENT RESPONSIBILITY: Resident pays gas and electric and is responsible for snow removal. // Serious inquiries only.",MULTI_FAMILY,3189 W 30th St Unit 2 /Up,3189 W 30th St,Unit 2 /Up,Cleveland,OH,44109,2.0,1.0,,544.0,1900.0,11,900.0,2024-09-23,45259.0,14250.0,132120.0,False,,2.0,41.467345,-81.701372,Clark - Fulton,Cuyahoga,39035.0,2.0,0.0,1.0,Cleveland Metropolitan School District,5.457219522895712,19.852941176470587
96,https://www.realtor.com/rentals/details/3001-Bridge-Ave-Apt-1_Cleveland_OH_44113_M45337-57214,4533757214,2972504602,NEOH,5071985,FOR_RENT,"Available early November! An extremely charming 1 bed / 1 bath apartment in the HEART of Ohio City. Situated in a historic green brick triplex across from landmark restaurants, coffee shops and on the same block as Saint Ignatius! Easily walk to Fulton Road or West 25th Retail but walk among historic homes on sidewalk lined streets. This particular unit has an immense amount of exposed brick that you will drool over. Original hardwood floors. The kitchen and bathroom have been beautifully updated. Kitchen with full set of stainless appliances! Soaring ceilings in the living room. Laundry is in the shared basement and shared with the other two units. Tenant to pay own utilities except water/sewer. Ample street parking in the area. Contact agent if you have pets! Lock it down today!",MULTI_FAMILY,3001 Bridge Ave Apt 1,3001 Bridge Ave,Apt 1,Cleveland,OH,44113,1.0,1.0,,792.0,1890.0,11,1500.0,2024-09-23,363000.0,127050.0,480631.0,False,2731.0,2.0,41.483983,-81.708541,Ohio City,Cuyahoga,39035.0,3.0,0.0,,"Cleveland Metropolitan School District, Frederick Douglass Reclamation Academy, Near West Intergenerational School",5.381846420013384,22.727272727272727
98,https://www.realtor.com/rentals/details/16703-Stockbridge-Ave_Cleveland_OH_44128_M49902-59934,4990259934,2972498063,AVAL,61069639,FOR_RENT,"620 credit score. First and last rent, security deposit Tentants pays all utilities water and sewer, lawn care, snow removal, leaf clean up",SINGLE_FAMILY,16703 Stockbridge Ave,16703 Stockbridge Ave,,Cleveland,OH,44128,3.0,1.0,1.0,1320.0,,12,1600.0,2024-09-22,34000.0,31120.0,121628.0,False,,1.0,41.451882,-81.563199,Lee - Miles,Cuyahoga,39035.0,,,,Cleveland Metropolitan School District,4.311519068324454,14.545454545454545
99,https://www.realtor.com/rentals/details/776-Euclid-Ave-Apt-1513_Cleveland_OH_44114_M91117-40839,9111740839,2972411030,NEOH,5071621,FOR_RENT,"Skyline 776 will forever be known for redefining urban luxury living in Cleveland! Sleek-modern-sophisticated with resort-class amenities. Mindfully designed 1 bedroom & 1 bath, open floor plan featuring: 9' ceilings; floor to ceiling windows offering an abundance of natural light; wood-style flooring; stainless steel appliances, white granite countertops & gooseneck faucet, open shelving & built-in wine rack. Movable multi-function granite kitchen island with storage. Luxurious bathroom with ceramic tile surround & 10 custom designed Kraus rain shower head with handheld massager. En suite full size stacked washer & dryer. Smart tech integrated & green certified. Located in the heart of CLE, step inside to relax, renew and recharge. Concierge, boutique hotel style lobby, catered to the health and wellbeing of its residents & furry friends. Professionally managed by Village Green Property Management. Ground FL include: Underground Speakeasy L'Ecrin Vert serving craft cocktails & live entertainment; Cafe Tartine & J'Adore; Fitness Center; indoor movie theater; business conference rooms; sauna & yoga studio. Exclusive access to unparalleled amenities featuring: Skypark with heated rooftop pool, hot tub, private cabanas; Zen garden; Sky Club Cafe; fire pits with panoramic city & lake views! Pet Friendly community offering Clevaland one of the first in its kind~Dogtopia! Rest assured with onsite daycare; overnight boarding, BARK park & spa services for the fur babies. Don't miss out, call today to schedule a showing!",APARTMENT,776 Euclid Ave Apt 1513,776 Euclid Ave,Apt 1513,Cleveland,OH,44114,1.0,1.0,,775.0,2023.0,13,2245.0,2024-09-21,,550940.0,8860627.0,True,,3.0,41.499764,-81.687715,"Gateway District, Downtown Cleveland",Cuyahoga,39035.0,1.0,,1.0,"Cleveland Metropolitan School District, Promise Academy",4.126790910070023,34.76129032258064
100,https://www.realtor.com/rentals/details/1882-E-69th-St-Apt-2_Cleveland_OH_44103_M95218-80078,9521880078,2972400291,TRBO,1604782,FOR_RENT,"Welcome to your new home at 1882 East 69th Street apt 2! This 4 bed, 2 bath multi-family unit in Cleveland offers modern amenities like a washer, dryer, and updated appliances. With water included and a location near parks, this is the perfect place to call home. No pets allowed. Don't miss out on this gem! To apply, visit TurboTenant and search for Property ID 1604782",CONDOS,1882 E 69th St Apt 2,1882 E 69th St,Apt 2,Cleveland,OH,44103,4.0,2.0,,1500.0,,14,1350.0,2024-09-20,,,,False,,1.0,41.507504,-81.642342,Hough,Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, George V. Voinovich Reclamation Academy, Life Skills High School of Cleveland",1.7746515832222192,10.8
101,https://www.realtor.com/rentals/details/4533-Payne-Ave-2_Cleveland_OH_44103_M97081-81791,9708181791,2972400699,NEOH,5071703,FOR_RENT,"Fabulous second floor loft with private entrance and private deck right off the bedroom. Newly constructed in 2017, this unit offers 12 foot ceilings, 8 skylights, tons of light and open space. Gorgeous oak floors, and kitchen with maple cabinets, granite countertops, stainless steel appliances, built in oven and microwave. Heat and A/C combo European wall furnace and mini-split system. Loft offers huge bedroom and another that could act as an office/den. Walk in closet and lots of storage space throughout including in the bathroom. Overlooking a sculpture garden and located in Midtown, this is not to be missed. Private security for loft and building, gated parking. Conveniently located between Downtown and University Circle, with all that Midtown offers right nearby.",APARTMENT,4533 Payne Ave Unit 2,4533 Payne Ave,Unit 2,Cleveland,OH,44103,2.0,1.0,,1700.0,2017.0,14,1850.0,2024-09-20,,,,False,,1.0,41.512032,-81.655449,Goodrich - Kirtland Park,Cuyahoga,39035.0,,,,"Ohio Connections Academy Inc, Cleveland Metropolitan School District, George V. Voinovich Reclamation Academy, East Preparatory Academy School District",2.4983433942297433,13.058823529411764
103,https://www.realtor.com/rentals/details/2222-Detroit-Ave-Apt-709_Cleveland_OH_44113_M40059-95621,4005995621,2972400187,TRBO,1488917,FOR_RENT,"22 Beds 2 Baths 2222 Detroit Ave, Cleveland, OH 44113-2453, United States - note that this condo does NOT come furnished - Spacious Living Area: Open-concept living and dining areas with large windows providing plenty of natural light and breathtaking views of Lake Erie. - Master Suite: Generously sized master bedroom with panoramic views of city and lake - Second Bedroom: Perfect for guests, a home office, or additional living space. - Balcony: Private balcony with stunning views of the lake and the city skyline. - Amenities: Access to building amenities including a fitness center, rooftop terrace, and secure parking. To apply, visit TurboTenant and search for Property ID 1488917",CONDOS,2222 Detroit Ave Apt 709,2222 Detroit Ave,Apt 709,Cleveland,OH,44113,2.0,2.0,,1250.0,2005.0,14,1925.0,2024-09-20,199000.0,59750.0,244000.0,False,,2.0,41.492653,-81.705754,Ohio City,Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, Near West Intergenerational School",5.114602716648907,18.48
105,https://www.realtor.com/rentals/details/776-Euclid-Ave-Apt-1513_Cleveland_OH_44114_M91117-40839,9111740839,2972348656,NEOH,5070050,FOR_RENT,"Skyline 776 will forever be known for redefining urban luxury living in Cleveland! Sleek-modern-sophisticated with resort-class amenities. Mindfully designed 3 bedroom & 2 bath, open floor plan featuring: 9' ceilings; floor to ceiling windows offering an abundance of natural light; wood-style flooring; stainless steel appliances, white granite countertops & gooseneck faucet, open shelving & built-in wine rack. Movable multi-function granite kitchen island with storage. Luxurious bathroom with ceramic tile surround & 10 custom designed Kraus rain shower head with handheld massager. En suite full size stacked washer & dryer. Smart tech integrated & green certified. Located in the heart of CLE, step inside to relax, renew and recharge. Concierge, boutique hotel style lobby, catered to the health and wellbeing of its residents & furry friends. Professionally managed by Village Green Property Management. Ground FL include: Underground Speakeasy L'Ecrin Vert serving craft cocktails & live entertainment; Cafe Tartine & J'Adore; Fitness Center; indoor movie theater; business conference rooms; sauna & yoga studio. Exclusive access to unparalleled amenities featuring: Skypark with heated rooftop pool, hot tub, private cabanas; Zen garden; Sky Club Cafe; fire pits with panoramic city & lake views! Pet Friendly community offering CLE one of the first in its kind~Dogtopia! Rest assured with onsite daycare; overnight boarding, BARK park & spa services for the fur babies. Don't miss out, call today to schedule a showing!",APARTMENT,776 Euclid Ave Apt 1502,776 Euclid Ave,Apt 1502,Cleveland,OH,44114,3.0,2.0,,1225.0,2023.0,14,3750.0,2024-09-20,,550940.0,8860627.0,True,,3.0,41.499764,-81.687715,"Gateway District, Downtown Cleveland",Cuyahoga,39035.0,1.0,,1.0,"Cleveland Metropolitan School District, Promise Academy",4.126790910070023,36.734693877551024
106,https://www.realtor.com/rentals/details/776-Euclid-Ave-Apt-1513_Cleveland_OH_44114_M91117-40839,9111740839,2972410903,NEOH,5071617,FOR_RENT,"Skyline 776 will forever be known for redefining urban luxury living in Cleveland! Sleek-modern-sophisticated with resort-class amenities. Mindfully designed 1 bedroom & 1 bath, open floor plan featuring: 9' ceilings; floor to ceiling windows offering an abundance of natural light; wood-style flooring; white appliances, white granite countertops & gooseneck faucet, open shelving & built-in wine rack. Movable multi-function granite kitchen island with storage. Luxurious bathroom with ceramic tile surround & 10 custom designed Kraus rain shower head with handheld massager. En suite full size stacked washer & dryer. Smart tech integrated & green certified. Located in the heart of CLE, step inside to relax, renew and recharge. Concierge, boutique hotel style lobby, catered to the health and wellbeing of its residents & furry friends. Professionally managed by Village Green Property Management. Ground FL include: Underground Speakeasy L'Ecrin Vert serving craft cocktails & live entertainment; Cafe Tartine & J'Adore; Fitness Center; indoor movie theater; business conference rooms; sauna & yoga studio. Exclusive access to unparalleled amenities featuring: Skypark with heated rooftop pool, hot tub, private cabanas; Zen garden; Sky Club Cafe; fire pits with panoramic city & lake views! Pet Friendly community offering Clevaland one of the first in its kind~Dogtopia! Rest assured with onsite daycare; overnight boarding, BARK park & spa services for the fur babies. Don't miss out, call today to schedule a showing!",APARTMENT,776 Euclid Ave Apt 1505,776 Euclid Ave,Apt 1505,Cleveland,OH,44114,1.0,1.0,,575.0,2023.0,13,1720.0,2024-09-21,,550940.0,8860627.0,True,,3.0,41.499764,-81.687715,"Gateway District, Downtown Cleveland",Cuyahoga,39035.0,,,1.0,"Cleveland Metropolitan School District, Promise Academy",4.126790910070023,35.89565217391304
111,https://www.realtor.com/rentals/details/4111-E-146th-St_Cleveland_OH_44128_M42150-58354,4215058354,2972640583,NEOH,5072929,FOR_RENT,"Clean, affordable housing. Recently painted 4 bed 2 full bath, cape cod located in the Lee - Harvard area. Driveway parking, new carpet , ceiling fans, tons of space and much much more. Minutes from the freeway and shopping. Come make this house a home! Call listing agent to schedule appointment. Rental requirements:Credit score of 600+. 500 - 600 is considered conditional.Less than 3 items in collections, excluding student loan and medical. Monthly income of 2.5 times the amount of the monthly rent.Thorough Eviction Check. $50 Non Refundable App Fee for all Adults who will be occupying the property.Applications can only be completed online.Typical Security Deposit equivalent to one months rent, pending results of background checks. Tenants must have the electric and gas transferred into their name. Tenants responsible for water and sewer this will be billed monthly. All tenants must obtain renters insurance prior to receiving keys to the property.Tenants responsible or snow removal and lawn care. This property accepts all housing vouchers",SINGLE_FAMILY,4111 E 146th St,4111 E 146th St,,Cleveland,OH,44128,4.0,2.0,,2553.0,1925.0,9,1450.0,2024-09-25,,11900.0,86400.0,False,4800.0,1.0,41.447461,-81.579387,Corlett,Cuyahoga,39035.0,,0.0,,"Cleveland Metropolitan School District, Citizens Academy Southeast School District",4.201642196743325,6.81551116333725
112,https://www.realtor.com/rentals/details/776-Euclid-Ave-Apt-1513_Cleveland_OH_44114_M91117-40839,9111740839,2972348210,NEOH,5070054,FOR_RENT,"Skyline 776 will forever be known for redefining urban luxury living in Cleveland! Sleek-modern-sophisticated with resort-class amenities. Mindfully designed penthouse suite featuring 1 bedroom & 1 bath, open floor plan featuring: 9' ceilings; floor to ceiling windows offering an abundance of natural light; wood-style flooring; stainless steel appliances, white granite countertops & gooseneck faucet, open shelving & built-in wine rack. Movable multi-function granite kitchen island with additional storage. Luxurious bathroom with ceramic tile surround & 10 custom designed Kraus rain shower head with a handheld massager. En suite full size stacked washer & dryer. Smart tech integrated & green certified. Located in the heart of CLE, step inside to relax, renew and recharge. Concierge, boutique hotel style lobby, catered to the health and wellbeing of its residents & furry friends. Professionally managed by Village Green Property Management. Ground FL include: Underground Speakeasy L'Ecrin Vert serving craft cocktails & live entertainment; Cafe Tartine & J'Adore; Fitness Center; indoor movie theater; business conference rooms; sauna & yoga studio. Exclusive access to unparalleled amenities featuring: Skypark with heated rooftop pool, hot tub, private cabanas; Zen garden; Sky Club Cafe; fire pits with panoramic city & lake views! Pet Friendly community offering CLE one of the first in its kind~Dogtopia! Rest assured with onsite daycare; overnight boarding, BARK park & spa services for the fur babies. Don't miss out, call today to schedule a showing!",APARTMENT,776 Euclid Ave Apt 2105,776 Euclid Ave,Apt 2105,Cleveland,OH,44114,1.0,1.0,,662.0,2023.0,14,2400.0,2024-09-20,,550940.0,8860627.0,True,,4.0,41.499764,-81.687715,"Gateway District, Downtown Cleveland",Cuyahoga,39035.0,1.0,,1.0,"Cleveland Metropolitan School District, Promise Academy",4.126790910070023,43.50453172205438
113,https://www.realtor.com/rentals/details/19314-Cherokee-Ave_Cleveland_OH_44119_M93834-08419,9383408419,2972331290,TRBO,1604106,FOR_RENT,"Charming multi-family home located at 19314 Cherokee Ave, Cleveland, OH 44119. This property features 2 bedrooms and 1 bathrooms, with the first-floor unit currently available. Perfect for those seeking comfortable living in a convenient Cleveland neighborhood. Don't miss this opportunity! To apply, visit TurboTenant and search for Property ID 1604106",SINGLE_FAMILY,19314 Cherokee Ave,19314 Cherokee Ave,,Cleveland,OH,44119,2.0,1.0,,1872.0,,15,850.0,2024-09-19,,,,False,,0.0,41.585728,-81.544189,North Collinwood,Cuyahoga,39035.0,,,,"Bella Academy Of Excellence, Lakeshore Intergenerational School, Cleveland Metropolitan School District, New Day Academy Boarding & Day School",6.531613809657631,5.448717948717949
114,https://www.realtor.com/rentals/details/15803-Delrey-Ave_Cleveland_OH_44128_M44365-80230,4436580230,2972312477,NEOH,5071461,FOR_RENT,"15803 Delrey Ave, Cleveland - Spacious 3 bed 1 bath single family home! // $ 1195 rent / $ 1195 deposit // $49 application fee per adult // 1-2 pets OK in this unit. After application pre-approval, a PetScreening is required for any animals to proceed with one of our properties; a PetScreening affidavit is still required if you have no pets. (Some breed restrictions apply per HUD guidelines). // NO SMOKING // 1 time $149 non-refundable set up fee paid at lease signing // $30/month required resident benefit package; can include personal property/liability insurance for an additional $5/month for $35/month total // After application Pre-Approval 1 applicant per household application is required to fill out a PetScreening application, before being about to proceed with placing a Reservation Fee for one of our properties. You will receive a pre-approval for your application and in order to proceed, the PetScreening is required. Even if you have NO pets - this application must be filled out. One time, non-refundable pet fee of $200-500 per animal applies to all pets & must be paid before or when you pay your first month rent. (No fee for qualified assistance animals). // Our application is processed through secure site: Findigs, and they require ID and income verification. Without this, your application will not be processed. They offer 24/7 chat support on their application directly if you have any questions. // BEDROOMS: 3 // BATHROOMS: 1 // APPLIANCES PROVIDED: N/A // UTILITIES / RESIDENT RESPONSIBILITY: Residents are responsible for all utilities including: water/sewer/trash, gas & electric and are responsible to maintain lawn care, maintenance & snow removal. // Serious inquiries only.",SINGLE_FAMILY,15803 Delrey Ave,15803 Delrey Ave,,Cleveland,OH,44128,3.0,1.0,,984.0,1944.0,15,1195.0,2024-09-19,118000.0,23320.0,118300.0,False,4182.0,1.0,41.452162,-81.57002,Lee - Miles,Cuyahoga,39035.0,2.0,0.0,1.0,"Cleveland Metropolitan School District, Citizens Academy Southeast School District",4.11267961058532,14.573170731707316
115,https://www.realtor.com/rentals/details/10012-Parkgate-Ave-Unit-Third_Cleveland_OH_44108_M97572-77859,9757277859,2972330444,TRBO,1569474,FOR_RENT,"Step into comfort and modernity with this beautifully remodeled triplex in Cleveland. Each unit features upgraded electrical, plumbing, and HVAC systems, ensuring a hassle-free living experience. Enjoy brand-new appliances including a refrigerator and stove, complemented by a new roof and freshly painted interior and exterior. The property boasts new windows and plush carpet throughout, enhancing both energy efficiency and aesthetic appeal. This move-in-ready triplex offers contemporary living with thoughtful updates in a prime location. Contact us today to schedule a viewing! Contact us at or to schedule a viewing! To apply, visit TurboTenant and search for Property ID 1569474",CONDOS,10012 Parkgate Ave Unit Third,10012 Parkgate Ave,Unit Third,Cleveland,OH,44108,1.0,1.0,,900.0,,15,900.0,2024-09-19,,,,False,,1.0,41.528324,-81.61953,Glenville,Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, Horizon Science Academy Cleveland",1.7555770299559268,12.0
117,https://www.realtor.com/rentals/details/4524-Puritas-Park-Dr_Cleveland_OH_44135_M37146-05085,3714605085,2972310040,NEOH,5071427,FOR_RENT,"4524 Puritas Park Dr, Cleveland - Spacious 2 bed 2 bath single family home! // $ 1700 rent / $ 1700 deposit // $49 application fee per adult // 1-2 pets OK in this unit. After application pre-approval, a PetScreening is required for any animals to proceed with one of our properties; a PetScreening affidavit is still required if you have no pets. (Some breed restrictions apply per HUD guidelines). // NO SMOKING // 1 time $169 non-refundable set up fee paid at lease signing // $30/month required resident benefit package; can include personal property/liability insurance for an additional $5/month for $35/month total // After application Pre-Approval 1 applicant per household application is required to fill out a PetScreening application, before being about to proceed with placing a Reservation Fee for one of our properties. You will receive a pre-approval for your application and in order to proceed, the PetScreening is required. Even if you have NO pets - this application must be filled out. One time, non-refundable pet fee of $200-500 per animal applies to all pets & must be paid before or when you pay your first month rent. (No fee for qualified assistance animals). // Our application is processed through secure site: Findigs, and they require ID and income verification. Without this, your application will not be processed. They offer 24/7 chat support on their application directly if you have any questions. // BEDROOMS: 2 // BATHROOMS: 2 // APPLIANCES PROVIDED: Fridge, stove, microwave, and dishwasher // UTILITIES / RESIDENT RESPONSIBILITY: Residents are responsible for all utilities including: water/sewer/trash, gas & electric and are responsible to maintain lawn care, maintenance & snow removal. // Serious inquiries only.",TOWNHOMES,4524 Puritas Park Dr,4524 Puritas Park Dr,,Cleveland,OH,44135,2.0,1.0,2.0,1020.0,1988.0,15,1700.0,2024-09-19,,,195000.0,False,1525.0,2.0,41.432797,-81.837669,"Riverside, West Park",Cuyahoga,39035.0,2.0,,2.0,Cleveland Metropolitan School District,12.88317905284791,20.0
122,https://www.realtor.com/rentals/details/4388-W-47th-St_Cleveland_OH_44144_M30011-46690,3001146690,2972267158,NEOH,5071233,FOR_RENT,"4388 W 47TH ST | DN , Cleveland - Spacious 2 bed 1 bath multi-family home! // $ 1200 rent / $ 1200 deposit // $49 application fee per adult // 1-2 pets OK in this unit. After application pre-approval, a PetScreening is required for any animals to proceed with one of our properties; a PetScreening affidavit is still required if you have no pets. (Some breed restrictions apply per HUD guidelines). // NO SMOKING // 1 time $129 non-refundable set up fee paid at lease signing // $30/month required resident benefit package; can include personal property/liability insurance for an additional $5/month for $35/month total. // CMHA OK - 2 bdrm voucher; must be prepared with reservation fee to hold the property and moving packet. // After application Pre-Approval 1 applicant per household application is required to fill out a PetScreening application, before being about to proceed with placing a Reservation Fee for one of our properties. You will receive a pre-approval for your application and in order to proceed, the PetScreening is required. Even if you have NO pets - this application must be filled out. One time, non-refundable pet fee of $200-500 per animal applies to all pets & must be paid before or when you pay your first month rent. (No fee for qualified assistance animals). // Our application is processed through secure site: Findigs, and they require ID and income verification. Without this, your application will not be processed. They offer 24/7 chat support on their application directly if you have any questions. // BEDROOMS: 2 // BATHROOMS: 1 // APPLIANCES PROVIDED: N/A // UTILITIES / RESIDENT RESPONSIBILITY: Resident pays gas and electric and is responsible for snow removal. // Serious inquiries only.",MULTI_FAMILY,4388 W 47th St Unit 1 /Dn,4388 W 47th St,Unit 1 /Dn,Cleveland,OH,44144,2.0,1.0,,1027.0,1924.0,16,1200.0,2024-09-18,73000.0,31580.0,165900.0,False,4704.0,1.0,41.436968,-81.718189,Old Brooklyn,Cuyahoga,39035.0,2.0,0.0,1.0,"Cleveland Metropolitan School District, Constellation Schools: Old Brooklyn Community Middle",7.35297572732548,14.021421616358325
